class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.4569393992424011,0.12161438912153244,-0.5497576594352722,0.9999978542327881,0.4636564254760742,0.09769245982170105,-0.5335690379142761,0.9999916553497314,0.4671356678009033,0.0965891107916832,-0.5335502624511719,0.9999904036521912,0.4714180529117584,0.0952899381518364,-0.533576250076294,0.9999891519546509,0.4520083963871002,0.09737320244312286,-0.5363717675209045,0.9999910593032837,0.4468410909175873,0.0957670658826828,-0.5364663600921631,0.9999915957450867,0.4424371123313904,0.09420467168092728,-0.536499559879303,0.9999920725822449,0.47671809792518616,0.0976172462105751,-0.39175504446029663,0.9999716281890869,0.4332040250301361,0.09487570822238922,-0.40761256217956543,0.9999863505363464,0.4634198546409607,0.14021839201450348,-0.4930571913719177,0.9999972581863403,0.4491318166255951,0.1397653967142105,-0.4977593421936035,0.9999982714653015,0.5098266005516052,0.22414058446884155,-0.2588273584842682,0.9999884963035583,0.3897532820701599,0.22067758440971375,-0.2880687415599823,0.9999860525131226,0.5203260183334351,0.3714447319507599,-0.18677088618278503,0.9887078404426575,0.38438910245895386,0.38289448618888855,-0.2329554259777069,0.9950712323188782,0.5298726558685303,0.5116205215454102,-0.305120050907135,0.9822422862052917,0.38299983739852905,0.5203292369842529,-0.3346613049507141,0.9867081046104431,0.5358859300613403,0.5521904826164246,-0.3447403013706207,0.9589636325836182,0.380361944437027,0.562724232673645,-0.37462934851646423,0.969649076461792,0.529552161693573,0.5526571273803711,-0.3847886919975281,0.9625875949859619,0.38731956481933594,0.5601546764373779,-0.4113731384277344,0.9717922806739807,0.5250668525695801,0.5395798683166504,-0.3233174681663513,0.9562585949897766,0.3902991712093353,0.5460669994354248,-0.3502095937728882,0.9649935364723206,0.48279237747192383,0.4807293713092804,0.014439249411225319,0.9998753666877747,0.42122095823287964,0.4835788309574127,-0.014625069685280323,0.9998214840888977,0.48545846343040466,0.6911266446113586,0.04540553689002991,0.9930309057235718,0.42672061920166016,0.6971151828765869,0.03224102407693863,0.9927813410758972,0.485340416431427,0.8546715378761292,0.3577492833137512,0.9890750050544739,0.4213089942932129,0.8643670082092285,0.3153601586818695,0.9879676699638367,0.47781553864479065,0.8707823157310486,0.3822096884250641,0.8871086239814758,0.4236811697483063,0.8788924217224121,0.33710259199142456,0.7981845140457153,0.4925190508365631,0.9349722266197205,0.24541553854942322,0.9856806993484497,0.4285341203212738,0.944875955581665,0.18575617671012878,0.9815932512283325
up,0.4591515064239502,0.13845306634902954,-0.5610606670379639,0.9999976754188538,0.46582311391830444,0.1138918325304985,-0.5466834902763367,0.9999911189079285,0.4695834517478943,0.11268070340156555,-0.5466434955596924,0.9999898076057434,0.47429171204566956,0.11123757809400558,-0.5466514229774475,0.9999885559082031,0.4543476998806,0.1128612831234932,-0.5496628880500793,0.999990701675415,0.4493962824344635,0.11069370806217194,-0.5497574210166931,0.9999912977218628,0.4450182318687439,0.10843203961849213,-0.5497723817825317,0.9999917149543762,0.4795839190483093,0.11057757586240768,-0.410191148519516,0.9999702572822571,0.43493103981018066,0.10513418912887573,-0.42654848098754883,0.9999861121177673,0.4656120836734772,0.15597392618656158,-0.5057393312454224,0.9999970197677612,0.4516858160495758,0.15420128405094147,-0.5106052160263062,0.999998152256012,0.5111292600631714,0.23111297190189362,-0.2732749581336975,0.9999880194664001,0.39010822772979736,0.2259768396615982,-0.3017822206020355,0.9999858140945435,0.5211743712425232,0.3783186674118042,-0.18938817083835602,0.9888175129890442,0.3848686218261719,0.38768890500068665,-0.23779606819152832,0.9955019950866699,0.5297927260398865,0.5199490189552307,-0.2787993252277374,0.9817046523094177,0.38348519802093506,0.5267698764801025,-0.32462480664253235,0.9868849515914917,0.5353473424911499,0.5626035928726196,-0.31264904141426086,0.9569767713546753,0.38026612997055054,0.5676575899124146,-0.35599684715270996,0.9695944786071777,0.5287804007530212,0.5619460344314575,-0.3501408100128174,0.9605228900909424,0.3867667019367218,0.5665029287338257,-0.39161908626556396,0.9718301296234131,0.5243275165557861,0.5499382615089417,-0.2955034375190735,0.9542887806892395,0.38982337713241577,0.554288387298584,-0.3388431668281555,0.9652068614959717,0.4829258322715759,0.48040035367012024,0.014186454005539417,0.9998638033866882,0.42114996910095215,0.4829495847225189,-0.014369882643222809,0.9998086094856262,0.4873902201652527,0.6885672807693481,0.01901572197675705,0.9932195544242859,0.42529407143592834,0.6960921287536621,-0.004163677338510752,0.9933278560638428,0.4854666590690613,0.8574509620666504,0.29016199707984924,0.9903191924095154,0.4213630259037018,0.8661954998970032,0.22475001215934753,0.9893255829811096,0.47640547156333923,0.8761428594589233,0.3094930052757263,0.8969336748123169,0.4251522421836853,0.8801923394203186,0.2405153065919876,0.8136248588562012,0.4946068227291107,0.9365478754043579,0.17424830794334412,0.9867738485336304,0.4275955557823181,0.9453988075256348,0.09028272330760956,0.9832064509391785
down,0.4645215570926666,0.5076642036437988,-0.2811353802680969,0.9999995827674866,0.4726129174232483,0.48841553926467896,-0.28281480073928833,0.9999991655349731,0.4770938754081726,0.4854738116264343,-0.2828409969806671,0.9999992847442627,0.4812217354774475,0.48182809352874756,-0.28298014402389526,0.9999991655349731,0.4597811698913574,0.48700863122940063,-0.2856045067310333,0.9999985694885254,0.45504850149154663,0.4833083152770996,-0.2856425344944,0.9999985694885254,0.4507357180118561,0.47896286845207214,-0.2856520116329193,0.9999977350234985,0.48742860555648804,0.45992499589920044,-0.24065224826335907,0.9999991655349731,0.44141069054603577,0.4561690390110016,-0.2543528378009796,0.9999985694885254,0.4689444601535797,0.5167168378829956,-0.2606779932975769,0.9999997615814209,0.4550699293613434,0.5139407515525818,-0.26454487442970276,0.9999997615814209,0.5143872499465942,0.511365532875061,-0.18834051489830017,0.9999990463256836,0.39600905776023865,0.5138757228851318,-0.2056635618209839,0.9999786615371704,0.5278351306915283,0.647452712059021,-0.19724875688552856,0.9989024996757507,0.3891656994819641,0.6530596613883972,-0.21617767214775085,0.9981114268302917,0.52985018491745,0.7749119400978088,-0.24114486575126648,0.9977626800537109,0.3897950053215027,0.7877092361450195,-0.24401144683361053,0.9889254570007324,0.5325730443000793,0.8119402527809143,-0.2576594054698944,0.9935638308525085,0.3849610686302185,0.8258028626441956,-0.25906962156295776,0.9726176261901855,0.5245649218559265,0.809934675693512,-0.26730766892433167,0.9939799308776855,0.39422115683555603,0.8233579993247986,-0.2669205069541931,0.9739157557487488,0.5212145447731018,0.7972224950790405,-0.2459857165813446,0.9921442866325378,0.3981073498725891,0.8126866817474365,-0.24753372371196747,0.9717342257499695,0.47948694229125977,0.5957156419754028,0.008711615577340126,0.9999952912330627,0.4225493371486664,0.5952235460281372,-0.008975466713309288,0.9999868869781494,0.5037816166877747,0.7151027917861938,-0.15638262033462524,0.948504626750946,0.41445523500442505,0.7126896381378174,-0.16575093567371368,0.9499255418777466,0.48562994599342346,0.8606967329978943,-0.009261340834200382,0.950721025466919,0.42071810364723206,0.881398618221283,-0.050827961415052414,0.9799903035163879,0.47581878304481506,0.8779482245445251,0.002160214353352785,0.7929898500442505,0.4247424602508545,0.9013105630874634,-0.04329913482069969,0.8492476940155029,0.4956945478916168,0.9337232708930969,-0.062150489538908005,0.9565012454986572,0.4243627190589905,0.9540210366249084,-0.12445016950368881,0.9797365069389343
down,0.46424049139022827,0.5137651562690735,-0.291245698928833,0.9999995827674866,0.4722607731819153,0.494881272315979,-0.2927466332912445,0.9999992847442627,0.4767138361930847,0.4918667674064636,-0.29277053475379944,0.9999993443489075,0.48081573843955994,0.4880596995353699,-0.29290810227394104,0.9999992847442627,0.45947909355163574,0.493404358625412,-0.2955344319343567,0.9999987483024597,0.4547974467277527,0.48946863412857056,-0.2955862283706665,0.9999986886978149,0.45053014159202576,0.48492392897605896,-0.29560336470603943,0.9999979138374329,0.4869944155216217,0.4647196829319,-0.2495512068271637,0.9999992847442627,0.4412537217140198,0.46153944730758667,-0.26263248920440674,0.9999987483024597,0.46872520446777344,0.5228738784790039,-0.27033597230911255,0.9999997615814209,0.4548947215080261,0.5201562643051147,-0.27418163418769836,0.9999997615814209,0.5143446922302246,0.5163262486457825,-0.19656100869178772,0.9999990463256836,0.3958330750465393,0.5182265639305115,-0.21449165046215057,0.9999771118164062,0.5275565385818481,0.6530210971832275,-0.20571796596050262,0.9989126920700073,0.3886977434158325,0.6570004224777222,-0.22538375854492188,0.9979619383811951,0.5298677086830139,0.779114305973053,-0.24947521090507507,0.9976444244384766,0.38976073265075684,0.7912296056747437,-0.2531295418739319,0.9870582222938538,0.5325182676315308,0.8159719705581665,-0.2663782238960266,0.9931535124778748,0.38471731543540955,0.8308843970298767,-0.2688799202442169,0.968002200126648,0.5239267349243164,0.8135232925415039,-0.2758885324001312,0.9935864806175232,0.39438748359680176,0.8290529847145081,-0.27649790048599243,0.9694316387176514,0.5204981565475464,0.8015083074569702,-0.2542359530925751,0.9915269613265991,0.3984966278076172,0.817383348941803,-0.2566792368888855,0.9668485522270203,0.47949591279029846,0.5995573997497559,0.009101929143071175,0.9999951720237732,0.4225953221321106,0.5984861254692078,-0.009377535432577133,0.9999868869781494,0.5038474798202515,0.7185110449790955,-0.16295509040355682,0.9425347447395325,0.4143713116645813,0.717289388179779,-0.17240020632743835,0.945673406124115,0.48552465438842773,0.8607094883918762,0.0019360216101631522,0.9420115351676941,0.4210944175720215,0.8812353610992432,-0.04286777228116989,0.9785748720169067,0.47621840238571167,0.8771383762359619,0.01480812393128872,0.7757360339164734,0.42552170157432556,0.9013246297836304,-0.03429251164197922,0.8403185606002808,0.494773805141449,0.9336937665939331,-0.047713927924633026,0.9505869150161743,0.4245191514492035,0.9544243812561035,-0.11514024436473846,0.9783309698104858
down,0.46386194229125977,0.5179200768470764,-0.28669318556785583,0.9999995827674866,0.4719390869140625,0.49916279315948486,-0.28858786821365356,0.9999994039535522,0.47639647126197815,0.4965125322341919,-0.2886120080947876,0.9999994039535522,0.48050886392593384,0.4930427670478821,-0.28874677419662476,0.9999993443489075,0.4590524733066559,0.4971238076686859,-0.29150649905204773,0.9999988675117493,0.4543812870979309,0.4931354224681854,-0.2915535569190979,0.9999988079071045,0.4501585066318512,0.4886624217033386,-0.29156428575515747,0.9999980926513672,0.48679327964782715,0.4696061909198761,-0.24616554379463196,0.9999994039535522,0.44086122512817383,0.46601980924606323,-0.259637713432312,0.9999988675117493,0.4684374928474426,0.527780294418335,-0.2658819556236267,0.9999997615814209,0.4546230733394623,0.5242245197296143,-0.269875168800354,0.9999997615814209,0.5142620801925659,0.5173690319061279,-0.19378137588500977,0.9999991059303284,0.39569148421287537,0.5205448865890503,-0.2121935784816742,0.9999772906303406,0.5275095701217651,0.6542614698410034,-0.20332208275794983,0.9989408254623413,0.38777655363082886,0.6587017774581909,-0.22486147284507751,0.9979089498519897,0.5299988985061646,0.7802228331565857,-0.24909797310829163,0.9976323843002319,0.3896713852882385,0.7924495935440063,-0.25393396615982056,0.9861534237861633,0.5325204133987427,0.8162263035774231,-0.2668555974960327,0.993062436580658,0.3844495713710785,0.831777811050415,-0.2692083418369293,0.9656634330749512,0.5238204002380371,0.8137770891189575,-0.27590006589889526,0.9935075640678406,0.3944297432899475,0.8299421668052673,-0.27742379903793335,0.9671859741210938,0.5204289555549622,0.8019888997077942,-0.25382643938064575,0.9913860559463501,0.3986125886440277,0.8183332681655884,-0.2576357126235962,0.964501678943634,0.47948893904685974,0.6015325784683228,0.009553284384310246,0.9999951720237732,0.42261773347854614,0.6003854274749756,-0.009825365617871284,0.9999870657920837,0.503918468952179,0.7190852761268616,-0.16312368214130402,0.9386402368545532,0.41362109780311584,0.7173566222190857,-0.17330318689346313,0.9437127113342285,0.48551660776138306,0.8606429100036621,-0.0011090587358921766,0.9362685084342957,0.42111507058143616,0.8817095160484314,-0.045685432851314545,0.9780185222625732,0.47624555230140686,0.876853346824646,0.01149534247815609,0.7700256705284119,0.42551368474960327,0.9014949202537537,-0.035751260817050934,0.8386777639389038,0.49480074644088745,0.9336525797843933,-0.050289642065763474,0.9472702145576477,0.4245375096797943,0.9545950293540955,-0.11716721206903458,0.9777337312698364
down,0.4637502133846283,0.5204980373382568,-0.2889559864997864,0.9999995827674866,0.4716885983943939,0.5019270777702332,-0.2909618020057678,0.9999994039535522,0.47615519165992737,0.4992232024669647,-0.29098156094551086,0.9999994039535522,0.48029500246047974,0.49559876322746277,-0.29111701250076294,0.9999993443489075,0.4588228762149811,0.5000889301300049,-0.2941283583641052,0.999998927116394,0.45411524176597595,0.49622324109077454,-0.2941771149635315,0.999998927116394,0.44986429810523987,0.4918595254421234,-0.29418709874153137,0.9999982118606567,0.4866258502006531,0.47164276242256165,-0.24750809371471405,0.999999463558197,0.4402276575565338,0.4697410464286804,-0.26189500093460083,0.9999989867210388,0.4682716429233551,0.530107319355011,-0.2674914002418518,0.9999997615814209,0.45454901456832886,0.526939868927002,-0.2717294692993164,0.9999997615814209,0.514140248298645,0.5172932147979736,-0.19370442628860474,0.9999991059303284,0.3948703408241272,0.5233644247055054,-0.21286216378211975,0.9999774694442749,0.5275715589523315,0.6542403101921082,-0.20310895144939423,0.9989416003227234,0.38677841424942017,0.6616000533103943,-0.22509853541851044,0.9978923201560974,0.5300169587135315,0.7807811498641968,-0.24812141060829163,0.9975632429122925,0.3897462785243988,0.7939820289611816,-0.25368890166282654,0.9855499267578125,0.5325379967689514,0.8163470029830933,-0.2654186487197876,0.9928457736968994,0.3844810724258423,0.8323942422866821,-0.269803524017334,0.9640374183654785,0.5238139033317566,0.8140397667884827,-0.2749374508857727,0.9933064579963684,0.39466550946235657,0.8298513889312744,-0.27695995569229126,0.9655376672744751,0.5204221606254578,0.8021407127380371,-0.25295597314834595,0.9910939335823059,0.3989081084728241,0.8183997869491577,-0.25702542066574097,0.9627010226249695,0.4793233871459961,0.6022873520851135,0.009808292612433434,0.9999951124191284,0.4223349988460541,0.6012881398200989,-0.010079914703965187,0.9999873042106628,0.5039874315261841,0.7192015051841736,-0.16815967857837677,0.937833309173584,0.4129948019981384,0.7194828391075134,-0.17737449705600739,0.9435563087463379,0.4854704439640045,0.8606330156326294,-0.0023457480128854513,0.9334763884544373,0.4211745262145996,0.8824732303619385,-0.04874423146247864,0.978445827960968,0.47624215483665466,0.8765284419059753,0.01063398364931345,0.7667972445487976,0.4256149232387543,0.901955246925354,-0.03861135244369507,0.841204047203064,0.49477100372314453,0.9334287643432617,-0.052638858556747437,0.945658266544342,0.4247954785823822,0.9550966024398804,-0.12272985279560089,0.9780325293540955
down,0.4634566903114319,0.5194643139839172,-0.36805838346481323,0.9999995827674866,0.4713129997253418,0.500471293926239,-0.36821961402893066,0.9999992847442627,0.47585946321487427,0.49746400117874146,-0.3682263493537903,0.9999992847442627,0.48005548119544983,0.4936680793762207,-0.36836034059524536,0.9999992251396179,0.458564817905426,0.4991348683834076,-0.371288925409317,0.9999986290931702,0.4538639187812805,0.4953736960887909,-0.3713536858558655,0.9999986290931702,0.4495776295661926,0.4909883141517639,-0.37135887145996094,0.9999978542327881,0.48628726601600647,0.47026726603507996,-0.30999359488487244,0.9999993443489075,0.43970704078674316,0.46820351481437683,-0.3240787982940674,0.9999986886978149,0.468017041683197,0.5288371443748474,-0.34037521481513977,0.9999997615814209,0.4542565941810608,0.5257748961448669,-0.34451431035995483,0.9999997615814209,0.513970673084259,0.5177975296974182,-0.23827123641967773,0.9999989867210388,0.3936486542224884,0.5247676968574524,-0.2588233947753906,0.9999755024909973,0.5275149941444397,0.6551584005355835,-0.24683411419391632,0.9987826347351074,0.38588568568229675,0.662319540977478,-0.2705385088920593,0.9978135228157043,0.5299632549285889,0.7810884118080139,-0.2931426465511322,0.9971379041671753,0.3897060751914978,0.7960618138313293,-0.29803821444511414,0.9849281311035156,0.5326074361801147,0.8163304924964905,-0.3127909302711487,0.9916306734085083,0.3845067322254181,0.8343192934989929,-0.3175496459007263,0.9620316028594971,0.5238626599311829,0.8140137791633606,-0.3229537904262543,0.992206871509552,0.3948292136192322,0.8312835693359375,-0.32522016763687134,0.9636436104774475,0.5204724669456482,0.8020326495170593,-0.2982338070869446,0.9897364377975464,0.398978054523468,0.8195672631263733,-0.3015207052230835,0.9603044390678406,0.4790430963039398,0.6027257442474365,0.010328494012355804,0.9999943375587463,0.4216860830783844,0.6026666164398193,-0.010576709173619747,0.999985933303833,0.5039762258529663,0.7189726233482361,-0.19576767086982727,0.935712993144989,0.4128168523311615,0.7240011692047119,-0.20548152923583984,0.9409163594245911,0.48515915870666504,0.8605145215988159,-0.003309657098725438,0.928799569606781,0.42142242193222046,0.8827344179153442,-0.049189239740371704,0.9782149195671082,0.47632890939712524,0.875735878944397,0.010613120160996914,0.7600554823875427,0.4254027307033539,0.9012520909309387,-0.03896499425172806,0.8392456769943237,0.4947683811187744,0.9332025051116943,-0.05585189536213875,0.9425569772720337,0.42607155442237854,0.9555193781852722,-0.12825264036655426,0.9774109125137329
down,0.4633193016052246,0.5191870331764221,-0.3866993486881256,0.999999463558197,0.4712008833885193,0.5000178217887878,-0.3858911693096161,0.999998927116394,0.4757872223854065,0.4969772398471832,-0.38589420914649963,0.9999989867210388,0.48002108931541443,0.4931577146053314,-0.3860318064689636,0.9999988675117493,0.45845842361450195,0.49884113669395447,-0.38929784297943115,0.9999980330467224,0.4537178874015808,0.4951442778110504,-0.3893595039844513,0.9999980330467224,0.44935178756713867,0.49072739481925964,-0.38935911655426025,0.9999969601631165,0.48622769117355347,0.46993252635002136,-0.32354554533958435,0.9999989867210388,0.43924155831336975,0.46758753061294556,-0.3390961289405823,0.9999980926513672,0.4678545892238617,0.5288390517234802,-0.35745686292648315,0.9999997615814209,0.45398464798927307,0.5255383253097534,-0.3620094656944275,0.9999997615814209,0.5135887861251831,0.5181028842926025,-0.2502180337905884,0.9999987483024597,0.39300736784935,0.5246549248695374,-0.27010685205459595,0.9999713897705078,0.5274293422698975,0.6550581455230713,-0.25902852416038513,0.998528242111206,0.3856343626976013,0.6621878743171692,-0.28169935941696167,0.9975929260253906,0.5299463272094727,0.781218409538269,-0.3057900071144104,0.9966745376586914,0.3895813226699829,0.7963426113128662,-0.3085950016975403,0.9842303991317749,0.532628059387207,0.8162747025489807,-0.32573723793029785,0.9902843236923218,0.38434576988220215,0.8343873023986816,-0.32857546210289,0.9600049257278442,0.5238797664642334,0.814052939414978,-0.3363719880580902,0.9910350441932678,0.39477890729904175,0.8311678767204285,-0.33646059036254883,0.9619597792625427,0.5204810500144958,0.8021969199180603,-0.3110589385032654,0.9884048104286194,0.3988426923751831,0.819533109664917,-0.31229346990585327,0.9580564498901367,0.478893518447876,0.6026201248168945,0.010521912015974522,0.9999931454658508,0.42134785652160645,0.6029775738716125,-0.010752180591225624,0.9999833106994629,0.5039843320846558,0.7194502353668213,-0.20532354712486267,0.9328312277793884,0.41274699568748474,0.727374792098999,-0.21183748543262482,0.9364815950393677,0.4852510094642639,0.8604965806007385,-0.002788411919027567,0.92429119348526,0.42155322432518005,0.882201611995697,-0.04712958261370659,0.9772173762321472,0.4764685034751892,0.8756557106971741,0.013886844739317894,0.7531517744064331,0.42577609419822693,0.8987577557563782,-0.03425057232379913,0.8328402042388916,0.4952756464481354,0.9331058859825134,-0.056383997201919556,0.9390299320220947,0.426123708486557,0.9553388953208923,-0.12823761999607086,0.975942850112915
down,0.4622279703617096,0.5194501280784607,-0.3668188452720642,0.9999992847442627,0.47011899948120117,0.4998282492160797,-0.3667777180671692,0.9999982714653015,0.47482818365097046,0.4967271685600281,-0.366783082485199,0.9999983310699463,0.4791978895664215,0.49280494451522827,-0.36691492795944214,0.999998152256012,0.4571459889411926,0.4987160861492157,-0.37022897601127625,0.9999969601631165,0.4523187577724457,0.49498239159584045,-0.3702925145626068,0.9999968409538269,0.44785332679748535,0.49044206738471985,-0.3702968955039978,0.999995231628418,0.4855676591396332,0.46966680884361267,-0.30927780270576477,0.9999983310699463,0.4380870759487152,0.46647801995277405,-0.32425281405448914,0.9999968409538269,0.4669688642024994,0.5294432640075684,-0.3395085632801056,0.9999997615814209,0.45263901352882385,0.5260955095291138,-0.3441751003265381,0.9999997019767761,0.5132662057876587,0.5189090967178345,-0.24054774641990662,0.9999982118606567,0.3922562301158905,0.5252852439880371,-0.2589731514453888,0.9999635815620422,0.5265917778015137,0.6562063694000244,-0.249677374958992,0.9980006217956543,0.3851945698261261,0.6626894474029541,-0.27033114433288574,0.9970203638076782,0.5296635031700134,0.7811154127120972,-0.2955307364463806,0.99552983045578,0.3892076015472412,0.7958242893218994,-0.2990017235279083,0.9816038012504578,0.532485842704773,0.8162162899971008,-0.31483161449432373,0.9870805740356445,0.3836112916469574,0.8334692120552063,-0.31787267327308655,0.9534226059913635,0.5237618684768677,0.8139721155166626,-0.32530269026756287,0.9881704449653625,0.39446017146110535,0.8307217955589294,-0.32650619745254517,0.956204891204834,0.5202683210372925,0.8021477460861206,-0.30075591802597046,0.9851129651069641,0.398467481136322,0.8192987442016602,-0.30299660563468933,0.9516603946685791,0.47882136702537537,0.6027778387069702,0.010344156995415688,0.9999910593032837,0.42124295234680176,0.6034254431724548,-0.010564839467406273,0.9999791383743286,0.5039526224136353,0.719944179058075,-0.20290474593639374,0.9306656122207642,0.41258740425109863,0.727739691734314,-0.20794424414634705,0.9311190247535706,0.48534998297691345,0.860642671585083,-0.011903396807610989,0.9183228015899658,0.4220814108848572,0.882243275642395,-0.05413265898823738,0.9764808416366577,0.4765681326389313,0.8758777379989624,0.003804448526352644,0.7432951927185059,0.42708152532577515,0.8999246954917908,-0.04244999960064888,0.8284786939620972,0.49569302797317505,0.9331432580947876,-0.06905388087034225,0.9342697858810425,0.4255886971950531,0.9548392295837402,-0.13578642904758453,0.9744099378585815
down,0.4618381857872009,0.5198382139205933,-0.37077608704566956,0.9999992847442627,0.46958357095718384,0.5000692009925842,-0.3710401952266693,0.9999982714653015,0.4742751121520996,0.496899276971817,-0.3710485100746155,0.9999983310699463,0.4786657691001892,0.49289199709892273,-0.37118619680404663,0.9999980926513672,0.4566098153591156,0.49891936779022217,-0.373857706785202,0.9999969005584717,0.4517723619937897,0.4951029419898987,-0.37391623854637146,0.9999967813491821,0.44732141494750977,0.49043959379196167,-0.3739164471626282,0.9999951720237732,0.48519405722618103,0.46962735056877136,-0.3132893145084381,0.9999983310699463,0.43769827485084534,0.4662913382053375,-0.32624563574790955,0.9999967813491821,0.4666299819946289,0.5296759605407715,-0.3432556688785553,0.9999997615814209,0.45220670104026794,0.526430070400238,-0.3470708131790161,0.9999997019767761,0.5130791068077087,0.5188835859298706,-0.24159279465675354,0.999998152256012,0.3920839726924896,0.5253568887710571,-0.26015111804008484,0.9999620318412781,0.5264602899551392,0.6563400030136108,-0.24993577599525452,0.9979234933853149,0.38519930839538574,0.6628233194351196,-0.26912230253219604,0.9968827962875366,0.5295159816741943,0.7810717225074768,-0.29386311769485474,0.9953014254570007,0.3888859748840332,0.795746386051178,-0.2950451970100403,0.9807921648025513,0.5324544906616211,0.816199004650116,-0.3127089738845825,0.986366868019104,0.3830803334712982,0.8334053158760071,-0.3136184811592102,0.9513913989067078,0.523663341999054,0.8139640688896179,-0.3232024312019348,0.9875287413597107,0.3942110240459442,0.8306545615196228,-0.32204318046569824,0.9544032216072083,0.5200849771499634,0.8021116256713867,-0.2990554869174957,0.9843301773071289,0.39826005697250366,0.8192431926727295,-0.29892033338546753,0.9497249126434326,0.47885197401046753,0.6027551293373108,0.010204904712736607,0.9999908804893494,0.42124971747398376,0.6034089922904968,-0.01043192483484745,0.9999786615371704,0.5039772391319275,0.7204130291938782,-0.20261836051940918,0.9287090301513672,0.41248655319213867,0.7273085713386536,-0.20486144721508026,0.9287123084068298,0.48533549904823303,0.8607302308082581,-0.00921486597508192,0.9152021408081055,0.4223112165927887,0.8816977739334106,-0.049192048609256744,0.9758565425872803,0.476509153842926,0.8759549260139465,0.007305891718715429,0.7389364838600159,0.42732495069503784,0.899088978767395,-0.03709381818771362,0.8251111507415771,0.4960525631904602,0.9334186911582947,-0.06594513356685638,0.9320817589759827,0.4246145784854889,0.9538485407829285,-0.12913593649864197,0.9736706018447876
down,0.4615720212459564,0.520230233669281,-0.3943249583244324,0.9999991655349731,0.46910086274147034,0.5006240606307983,-0.39418572187423706,0.9999979138374329,0.4737163484096527,0.4973847568035126,-0.3941885232925415,0.9999979734420776,0.4780748784542084,0.4932686686515808,-0.39432579278945923,0.9999976754188538,0.4562421441078186,0.49953681230545044,-0.39702486991882324,0.9999962449073792,0.45138177275657654,0.4956621825695038,-0.3970864713191986,0.9999960660934448,0.44690123200416565,0.4907797574996948,-0.39708298444747925,0.9999940395355225,0.4847751259803772,0.469696968793869,-0.33269721269607544,0.9999979734420776,0.43730729818344116,0.46605634689331055,-0.34568578004837036,0.9999959468841553,0.4663454592227936,0.5298407077789307,-0.36517518758773804,0.9999997615814209,0.45201143622398376,0.5266891121864319,-0.36899614334106445,0.9999997019767761,0.5127987265586853,0.5189491510391235,-0.25655925273895264,0.9999978542327881,0.3919769525527954,0.5253214836120605,-0.2749788463115692,0.9999570250511169,0.5260127782821655,0.6568028926849365,-0.26410266757011414,0.9976793527603149,0.3854229748249054,0.6629906892776489,-0.28353169560432434,0.99648517370224,0.5294467806816101,0.7810538411140442,-0.30763372778892517,0.9948323965072632,0.3885675370693207,0.7951228618621826,-0.30806830525398254,0.9795158505439758,0.532570481300354,0.8161987066268921,-0.3273824453353882,0.9848190546035767,0.3825071454048157,0.8331058025360107,-0.3274102807044983,0.9480142593383789,0.5237302780151367,0.814029335975647,-0.33821919560432434,0.9862129092216492,0.3940559923648834,0.8303979635238647,-0.3366028070449829,0.9517696499824524,0.5201265215873718,0.8022168278694153,-0.3130001723766327,0.9828925132751465,0.3981614112854004,0.8191191554069519,-0.312370628118515,0.9467650651931763,0.4788423180580139,0.6032564640045166,0.010150494053959846,0.9999902248382568,0.42122045159339905,0.6040300726890564,-0.010374010540544987,0.9999763369560242,0.5040450692176819,0.7228480577468872,-0.209741473197937,0.9261096715927124,0.41164430975914,0.7276433110237122,-0.2092287242412567,0.9253068566322327,0.4855794906616211,0.8611842393875122,-0.003731776727363467,0.9113044142723083,0.4218430519104004,0.8809003829956055,-0.0421542227268219,0.9746952652931213,0.47663894295692444,0.8768274188041687,0.013969941064715385,0.7352736592292786,0.42595672607421875,0.8956417441368103,-0.029024368152022362,0.8169571757316589,0.496410071849823,0.9336370825767517,-0.05964849516749382,0.9287782311439514,0.42369502782821655,0.9535372257232666,-0.12170891463756561,0.9720156192779541
